gene	product	promoter_name	promoter_pos	gene_start_pos	map_start_pos	map_end_pos
sdaC	serine:H+symporter SdaC	sdaCp (No high-quality experim. ev.)	2928035	2928229	2928229	2929518
sdaB	L-serine deaminase II	sdaCp (No high-quality experim. ev.)	2928035	2928229	2929576	2930943
ygdG	flap endonuclease				2931055	2931810
fucO	L-1,2-propanediol oxidoreductase	fucOp (Experim. ev.)	2933223	2933013	2933013	2931865
fucA	L-fuculose-phosphate aldolase	fucAp (No high-quality experim. ev.)	2933854	2933688	2933688	2933041
fucP	L-fucose:H+ symporter	fucPp (No high-quality experim. ev.)	2934119	2934235	2934235	2935551
fucI	L-fucose isomerase	fucPp (No high-quality experim. ev.)	2934119	2934235	2935584	2937359
fucK	L-fuculokinase	fucPp (No high-quality experim. ev.)	2934119	2934235	2937468	2938886
fucU	L-fucose mutarotase	fucUp (Experim. ev.)	2938837	2938888	2938888	2939310
fucR	DNA-binding transcriptional activator FucR	fucUp (Experim. ev.)	2938837	2938888	2939368	2940099
rlmM	23S rRNA 2'-O-ribose C2498 methyltransferase	ygdDp2 (No high-quality experim. ev.)	2941721	2941631	2941243	2940143
ygdD	DUF423 domain-containing inner membrane protein YgdD				2941631	2941236
gcvA	DNA-binding transcriptional dual regulator GcvA	gcvAp (Experim. ev.)	2942639	2942567	2942567	2941650
gcvB	small regulatory RNA GcvB	gcvBp (Experim. ev.)	2942696	2942696	2942696	2942900
ygdI	DUF903 domain-containing lipoprotein YgdI	ygdIp10 (No high-quality experim. ev.)	2943263	2943145	2943145	2942918
csdA	cysteine sulfinate desulfinase	csdAp3 (No high-quality experim. ev.)	2943207	2943337	2943337	2944542
csdE	sulfur acceptor protein CsdE	csdAp3 (No high-quality experim. ev.)	2943207	2943337	2944542	2944985
tcdA	tRNA threonylcarbamoyladenosine dehydratase				2945842	2945036
mltA	membrane-bound lytic murein transglycosylase A	mltAp6 (No high-quality experim. ev.)	2947273	2947178	2947178	2946081
metZ	tRNA-initiator Met(CAU)	metZp (Experim. ev.)	2947382	2947387	2947387	2947463
metW	tRNA-initiator Met(CAU)				2947497	2947573
metV	tRNA-initiator Met(CAU)	metZp (Experim. ev.)	2947382	2947387	2947607	2947683
amiC	N-acetylmuramoyl-L-alanine amidase C	amiCp6 (No high-quality experim. ev.)	2949189	2949010	2949010	2947757
argA	N-acetylglutamate synthase	argAp (No high-quality experim. ev.)	2949156	2949242	2949242	2950573
recD	exodeoxyribonuclease V subunit RecD				2952461	2950635
recB	exodeoxyribonuclease V subunit RecB	ptrAp (Experim. ev.)	2959011	2958884	2956003	2952461
ptrA	protease 3	ptrAp (Experim. ev.)	2959011	2958884	2958884	2955996
recC	exodeoxyribonuclease V subunit RecC				2962428	2959060
ppdC	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC				2962764	2962441
ygdB	DUF2509 domain-containing protein YgdB				2963156	2962749
ppdB	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB				2963716	2963153
ppdA	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA	ppdAp (No high-quality experim. ev.)	2964220	2964177	2964177	2963707
thyA	thymidylate synthase	thyAp2 (No high-quality experim. ev.)	2965348	2965155	2965155	2964361
lgt	phosphatidylglycerol—prolipoprotein diacylglyceryl transferase	lgtp (Experim. ev.)	2966121	2966037	2966037	2965162
ptsP	phosphoenolpyruvate-protein phosphotransferase PtsP	rppHp (Experim. ev.)	2968993	2968977	2968434	2966188
rppH	RNA pyrophosphohydrolase	rppHp (Experim. ev.)	2968993	2968977	2968977	2968447
ygdT	hypothetical protein YgdT				2969476	2969330
mutH	DNA mismatch repair protein MutH	mutHp5 (No high-quality experim. ev.)	2969582	2969662	2969662	2970351
ygdQ	UPF0053 inner membrane protein YgdQ				2970420	2971133
ygdR	DUF903 domain-containing lipoprotein YgdR	ygdRp5 (No high-quality experim. ev.)	2971247	2971271	2971271	2971489
tas	putative NADP(H)-dependent aldo-keto reductase Tas				2971597	2972637
lplT	lysophospholipid transporter				2973862	2972669
aas	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase				2976014	2973855
omrA	small regulatory RNA OmrA	omrBp (Experim. ev.)	2976385	2976189	2976189	2976102
omrB	small regulatory RNA OmrB				2976385	2976304
galR	DNA-binding transcriptional dual regulator GalR	galRp (Experim. ev.)	2976569	2976599	2976599	2977630
lysA	diaminopimelate decarboxylase	lysAp (No high-quality experim. ev.)	2978951	2978899	2978899	2977637
lysR	DNA-binding transcriptional dual regulator LysR	lysRp (No high-quality experim. ev.)	2978950	2979021	2979021	2979956
ygeA	amino acid racemase YgeA				2980635	2979943
araE	arabinose:H+symporter	araEp (Experim. ev.)	2982208	2982182	2982182	2980764
kduD	putative 2-keto-3-deoxy-D-gluconate dehydrogenase				2983258	2982497
kduI	5-dehydro-4-deoxy-D-glucuronate isomerase	kduIp5 (No high-quality experim. ev.)	2984194	2984124	2984124	2983288
yqeF	putative acyltransferase	yqeFp11 (No high-quality experim. ev.)	2985809	2985592	2985592	2984411
yqeG	putative transporter YqeG				2985847	2987076
yqeH	putative LuxR family transcriptional regulator YqeH	yqeHp5 (No high-quality experim. ev.)	2987508	2987536	2987536	2988168
yqeI	putative transcriptional regulator YqeI	yqeIp1 (No high-quality experim. ev.)	2988344	2988502	2988502	2989311
yqeJ	protein YqeJ	yqeIp1 (No high-quality experim. ev.)	2988344	2988502	2989304	2989786
yqeL	uncharacterized protein YqeL				2989899	2989819
yqeK	protein YqeK				2990360	2989935
ygeF	protein YgeF				2990554	2991043
ygeG	TPR repeat-containing putative chaperone YgeG				2991268	2991759
ygeH	putative transcriptional regulator YgeH	ygeHp10 (No high-quality experim. ev.)	2991879	2992094	2992094	2993470
ygeI	protein YgeI				2993638	2993856
pbl	transglycosylase domain-containing protein Pbl				2993939	2994441
ygeK	putative DNA-binding transcriptional regulator YgeK				2994903	2994460
ygeL	protein YgeL				2995092	2994937
ygeN	putative type III secretion system protein YgeN				2996020	2995314
ygeO	putative uncharacterized protein YgeO				2996360	2995962
insD-4	IS2 insertion element protein InsB				2997277	2996372
insC-4	IS2 insertion element repressor InsA				2997600	2997235
ygeP	protein YgeP				2997988	2997689
ygeQ	putative lipoprotein YgeQ				2998828	2998034
glyU	tRNA-Gly(CCC)	glyUp (No high-quality experim. ev.)	2999064	2999057	2999057	2998984
ygeR	LysM domain-containing putative peptidase lipoprotein YgeR	ygeRp1 (No high-quality experim. ev.)	3000039	2999891	2999891	2999136
xdhA	putative xanthine dehydrogenase molybdenum-binding subunit XdhA	xdhAp (Experim. ev.)	3000257	3000345	3000345	3002603
xdhB	putative xanthine dehydrogenase FAD-binding subunit XdhB	xdhAp (Experim. ev.)	3000257	3000345	3002614	3003492
xdhC	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	xdhAp (Experim. ev.)	3000257	3000345	3003489	3003968
ygeV	putative σ54-dependent transcriptional regulator YgeV	ygeVp (Experim. ev.)	3005847	3005786	3005786	3004008
ygeW	putative carbamoyltransferase YgeW				3006262	3007452
ygeX	2,3-diaminopropionate ammonia-lyase				3007510	3008706
ygeY	putative peptidase YgeY				3008764	3009975
hyuA	phenylhydantoinase	hyuAp6 (No high-quality experim. ev.)	3009830	3010028	3010028	3011413
yqeA	putative amino acid kinase YqeA				3011461	3012393
yqeB	XdhC-CoxI family protein YqeB				3014239	3012614
yqeC	uncharacterized protein YqeC				3015057	3014287
mocA	molybdenum cofactor cytidylyltransferase				3015160	3015738
ygfK	putative oxidoreductase, Fe-S subunit				3016060	3019158
ssnA	putative aminohydrolase SsnA	ssnAp (Experim. ev.)	3018950	3019161	3019161	3020489
ygfM	putative oxidoreductase				3020540	3021319
xdhD	fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit				3021316	3024186
xanQ	xanthine:H+symporter XanQ				3024351	3025751
guaD	guanine deaminase				3025766	3027085
ghxQ	guanine/hypoxanthine transporter GhxQ				3027121	3028488
ygfS	putative electron transport protein YgfS				3029012	3028524
ygfT	putative oxidoreductase YgfT				3030931	3029012
uacT	urate:H+symporter	ygfUp6 (No high-quality experim. ev.)	3031189	3031367	3031367	3032815
yqfG	uncharacterized protein YqfG				3032817	3032942
yqfH	protein YqfH				3033010	3032939
idi	isopentenyl-diphosphate Δ-isomerase	idip7 (No high-quality experim. ev.)	3032943	3033065	3033065	3033613
lysS	lysine—tRNA ligase, constitutive	dsbCp2 (Experim. ev.)	3039633	3038822	3035174	3033657
prfB	peptide chain release factor RF2	dsbCp2 (Experim. ev.)	3039633	3038822	3036282	3035184
recJ	ssDNA-specific exonuclease RecJ	dsbCp2 (Experim. ev.)	3039633	3038822	3038106	3036373
dsbC	protein disulfide isomerase DsbC	dsbCp2 (Experim. ev.)	3039633	3038822	3038822	3038112
xerD	site-specific recombinase	xerDp (Experim. ev.)	3039851	3039743	3039743	3038847
fldB	flavodoxin 2	fldBp (Experim. ev.)	3039822	3039855	3039855	3040376
ygfX	protein YgfX	cptBp (Experim. ev.)	3041099	3041070	3040823	3040416
sdhE	FAD assembly factor	cptBp (Experim. ev.)	3041099	3041070	3041070	3040804
ygfZ	folate-binding protein	ygfZp (Experim. ev.)	3041282	3041313	3041313	3042293
yqfA	hemolysin-III family protein YqfA	yqfAp10 (No high-quality experim. ev.)	3043364	3043148	3043148	3042489
yqfB	PUA-like domain-containing protein YqfB				3043623	3043312
bglA	6-phospho-β-glucosidase A				3043662	3045101
ygfF	putative oxidoreductase YgfF				3045901	3045158
gcvP	glycine decarboxylase	gcvTp (Experim. ev.)	3050772	3050667	3049041	3046168
gcvH	glycine cleavage system H protein	gcvTp (Experim. ev.)	3050772	3050667	3049549	3049160
gcvT	aminomethyltransferase	gcvTp (Experim. ev.)	3050772	3050667	3050667	3049573
yqfI	protein YqfI				3050958	3051041
ubiI	2-octaprenylphenol 6-hydroxylase	ygfBp (Experim. ev.)	3055473	3055444	3052317	3051115
ubiH	2-octaprenyl-6-methoxyphenol 4-hydroxylase	ygfBp (Experim. ev.)	3055473	3055444	3053518	3052340
pepP	Xaa-Pro aminopeptidase	ygfBp (Experim. ev.)	3055473	3055444	3054840	3053515
ygfB	UPF0149 family protein YgfB	ygfBp (Experim. ev.)	3055473	3055444	3055444	3054866
zapA	cell division protein ZapA	zapAp3 (No high-quality experim. ev.)	3055551	3055612	3055612	3055941
ssrS	6S RNA	ssrSp2 (Experim. ev.)	3055759	3055983	3055983	3056165
fau	putative 5-formyltetrahydrofolate cyclo-ligase	ssrSp2 (Experim. ev.)	3055759	3055983	3056241	3056789
sibC	small RNA SibC	sibCp (Experim. ev.)	3056851	3056851	3056851	3056991
ibsC	toxic peptide IbsC				3056949	3056890
serA	phosphoglycerate dehydrogenase	serAp2 (Experim. ev.)	3058549	3058410	3058410	3057178
rpiA	ribose-5-phosphate isomerase A	rpiAp (Experim. ev.)	3059353	3059325	3059325	3058666
yqfE	putative protein YqfE				3059611	3059381
argP	DNA-binding transcriptional dual regulator ArgP	argPp (Experim. ev.)	3059730	3059753	3059753	3060646
scpA	methylmalonyl-CoA mutase				3060850	3062994
argK	methylmalonyl-CoA mutase-interacting GTPase YgfD				3062987	3063982
scpB	methylmalonyl-CoA decarboxylase				3063993	3064778
scpC	propionyl-CoA:succinate CoA transferase				3064802	3066280
ygfI	putative LysR-type DNA-binding transcriptional regulator YgfI				3067173	3066277
yggE	uncharacterized protein YggE	yggEp2 (Experim. ev.)	3068185	3068080	3068080	3067340
argO	L-arginine exporter	argOp (Experim. ev.)	3068836	3068808	3068808	3068173
mscS	small conductance mechanosensitive channel MscS	mscSp (Experim. ev.)	3069871	3069807	3069807	3068947
fbaA	fructose-bisphosphate aldolase class II	pgkp1 (Experim. ev.)	3072857	3072622	3071244	3070165
pgk	phosphoglycerate kinase	pgkp1 (Experim. ev.)	3072857	3072622	3072622	3071459
epd	D-erythrose-4-phosphate dehydrogenase	epdp (Experim. ev.)	3073823	3073691	3073691	3072672
yggC	P-loop NTPase domain-containing protein YggC	yggCp1 (No high-quality experim. ev.)	3074756	3074689	3074689	3073976
fumE	fumarase E				3075195	3074686
yggF	fructose 1,6-bisphosphatase YggF				3076182	3075217
yggP	putative zinc-binding dehydrogenase YggP				3077456	3076179
cmtA	mannitol-specific PTS enzyme IICB component CmtA				3078859	3077471
cmtB	mannitol-specific PTS enzyme IIA component CmtB				3079330	3078887
tktA	transketolase 1	tktAp1 (Experim. ev.)	3081707	3081635	3081635	3079644
loiP	metalloprotease LoiP				3081913	3082671
speB	agmatinase	speBp (Experim. ev.)	3083946	3083797	3083797	3082877
speA	arginine decarboxylase, biosynthetic	speAp (No high-quality experim. ev.)	3086048	3085911	3085911	3083935
yqgB	acid stress response protein YqgB	yqgBp1 (No high-quality experim. ev.)	3086250	3086051	3086051	3085920
yqgC	protein YqgC				3086187	3086402
yqgD	DUF2684 domain-containing protein YqgD				3086650	3086399
metK	methionine adenosyltransferase	metKp (Experim. ev.)	3086577	3086706	3086706	3087860
galP	galactose:H+symporter	galPp (Experim. ev.)	3088255	3088284	3088284	3089678
yggI	protein YggI				3089755	3090252
endA	DNA-specific endonuclease I	endAp2 (No high-quality experim. ev.)	3090275	3090347	3090347	3091054
rsmE	16S rRNA m3U1498 methyltransferase				3091134	3091865
gshB	glutathione synthetase				3091878	3092828
yqgE	DUF179 domain-containing protein YqgE	yqgEp3 (No high-quality experim. ev.)	3092884	3092937	3092937	3093500
yqgF	ribonuclease H-like domain containing nuclease				3093500	3093916
yggR	Type II/IV secretion system family protein				3095080	3094100
yggS	PLP homeostasis protein				3095098	3095802
yggT	uncharacterized protein YggT				3095820	3096386
yggU	DUF167 domain-containing protein YggU				3096383	3096673
rdgB	dITP/XTP pyrophosphatase				3096681	3097274
yggW->hemW	heme chaperone HemW	rdgBp (Experim. ev.)	3096620	3096681	3097267	3098403
yggM	DUF1202 domain-containing protein YggM				3099565	3098558
ansB	L-asparaginase 2	ansBp1 (Experim. ev.)	3100790	3100728	3100728	3099682
yggN	putative EcfF	yggNp1 (Experim. ev.)	3101798	3101623	3101623	3100904
yggL	protein YggL	yggLp3 (No high-quality experim. ev.)	3102254	3102133	3102133	3101807
trmI	tRNA m7G46 methyltransferase				3102852	3102133
mutY	adenine DNA glycosylase	mutYp2 (Experim. ev.)	3102911	3103013	3103013	3104065
yggX	putative Fe2+-trafficking protein	yggXp (Experim. ev.)	3103993	3104093	3104093	3104368
mltC	membrane-bound lytic murein transglycosylase C	yggXp (Experim. ev.)	3103993	3104093	3104433	3105512
nupG	nucleoside:H+symporter NupG	nupGp (Experim. ev.)	3105651	3105714	3105714	3106970
speC	ornithine decarboxylase, biosynthetic				3109155	3107020
yqgA	DUF554 domain-containing protein YqgA				3109553	3110260
pheV	tRNA-Phe(GAA)	pheVp (No high-quality experim. ev.)	3110365	3110366	3110366	3110441
yghD	putative type II secretion system M-type protein YghD				3111126	3110590
yghE	putative type II secretion system L-type protein YghE				3111988	3111128
yghF	putative type II secretion system C-type protein YghF				3113049	3112054
yghG	lipoprotein YghG				3113477	3113067
pppA	prepilin peptidase				3114352	3113543
yghJ	putative lipoprotein YghJ	yghJp6 (No high-quality experim. ev.)	3119320	3119112	3119112	3114550
glcA	glycolate/lactate:H+symporter GlcA	glcAp10 (No high-quality experim. ev.)	3121364	3121279	3121279	3119597
glcB	malate synthase G				3123805	3121634
glcG	putative heme-binding protein GlcG	glcDp (Experim. ev.)	3128076	3128021	3124231	3123827
glcF	glycolate dehydrogenase, putative iron-sulfur subunit	glcDp (Experim. ev.)	3128076	3128021	3125459	3124236
glcE	glycolate dehydrogenase, putative FAD-binding subunit	glcDp (Experim. ev.)	3128076	3128021	3126522	3125470
glcD	glycolate dehydrogenase, putative FAD-linked subunit	glcDp (Experim. ev.)	3128076	3128021	3128021	3126522
glcC	DNA-binding transcriptional dual regulator GlcC	glcCp (Experim. ev.)	3128206	3128272	3128272	3129036
yghO	putative DNA-binding transcriptional regulator YghO				3130215	3129043
insH-9	IS5 transposase and trans-activator	insHp4 (No high-quality experim. ev.)	3130025	3130178	3130178	3131194
yghQ	putative transport protein YghQ				3132408	3131341
yghR	putative ATP-binding protein YghR				3133212	3132454
yghS	putative ATP-binding protein YghS				3133957	3133244
yghT	putative ATP-binding protein YghT				3134131	3134823
pitB	metal phosphate:H+symporter PitB	pitBp (No high-quality experim. ev.)	3136403	3136371	3136371	3134872
gss	fused glutathionylspermidine amidase / glutathionylspermidine synthetase				3138522	3136663
yghU	disulfide reductase / organic hydroperoxide reductase	yghUp (Experim. ev.)	3138700	3138727	3138727	3139593
hybG	hydrogenase 2 accessory protein				3139964	3139716
hybF	hydrogenase maturation protein HybF	hybOp1 (Experim. ev.)	3146363	3146261	3140318	3139977
hybE	hydrogenase 2-specific chaperone				3140799	3140311
hybD	putative hydrogenase 2 maturation protease				3141286	3140792
hybC	hydrogenase 2 large subunit	hybOp1 (Experim. ev.)	3146363	3146261	3142989	3141286
hybB	hydrogenase 2 membrane subunit	hybOp1 (Experim. ev.)	3146363	3146261	3144164	3142986
hybA	hydrogenase 2 iron-sulfur protein	hybOp1 (Experim. ev.)	3146363	3146261	3145140	3144154
hybO	hydrogenase 2 small subunit	hybOp1 (Experim. ev.)	3146363	3146261	3146261	3145143
yghW	DUF2623 domain-containing protein YghW				3146737	3146450
yghX	putative hydrolase fragment				3147691	3146856
yqhI	protein YqhI				3147740	3147597
gpr	L-glyceraldehyde 3-phosphate reductase	gprp1 (No high-quality experim. ev.)	3147781	3147897	3147897	3148937
yqhA	uncharacterized protein YqhA				3149471	3148977
yghA	NADP+-dependent aldehyde reductase	yghAp5 (No high-quality experim. ev.)	3149483	3149662	3149662	3150546
exbD	Ton complex subunit ExbD	exbDp (No high-quality experim. ev.)	3151390	3151243	3151243	3150818
exbB	Ton complex subunit ExbB	exbBp (No high-quality experim. ev.)	3152014	3151984	3151984	3151250
metC	cystathionine β-lyase / L-cysteine desulfhydrase / alanine racemase				3152236	3153423
yghB	DedA family protein YghB				3153563	3154222
yqhC	DNA-binding transcriptional activator YqhC	yqhCp1 (No high-quality experim. ev.)	3155384	3155218	3155218	3154262
yqhD	NADPH-dependent aldehyde reductase YqhD	yqhDp (Experim. ev.)	3155302	3155355	3155355	3156518
dkgA	methylglyoxal reductase DkgA	dkgAp (Experim. ev.)	3156571	3156623	3156623	3157450
yqhG	DUF3828 domain-containing protein YqhG				3157650	3158576
yqhH	lipoprotein YqhH				3158627	3158884
ygiQ	radical SAM superfamily protein YgiQ				3161146	3158927
ftsP	cell division protein required during stress conditions	ftsPp2 (No high-quality experim. ev.)	3162866	3162669	3162669	3161257
plsC	1-acylglycerol-3-phosphateO-acyltransferase				3163481	3162744
parC	dimer of DNA topoisomerase IV subunit A	parCp4 (No high-quality experim. ev.)	3166030	3165973	3165973	3163715
ygiS	putative deoxycholate binding periplasmic protein				3167718	3166111
mqsA	antitoxin of the MqsRA toxin-antitoxin system / DNA-binding transcriptional repressor MqsA	mqsAp9 (No high-quality experim. ev.)	3168371	3168246	3168246	3167851
mqsR	mRNA interferase / toxin of the MqsR-MqsA toxin-antitoxin system	mqsRp (Experim. ev.)	3168653	3168544	3168544	3168248
